https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BTC
1635897600000,2021-11-03 00:00:00,BTC/USD,63249.0,63565.0,60175.0,62900.0,299687939.526139,4764.51414191
1635811200000,2021-11-02 00:00:00,BTC/USD,60923.30466641,64313.0,60661.0,63249.0,328996313.5235952,5201.60498227
1635724800000,2021-11-01 00:00:00,BTC/USD,61326.0,62491.21298363,59522.0,60949.0,293321326.78947115,4812.56996488
1635638400000,2021-10-31 00:00:00,BTC/USD,61879.0,62415.0,60005.0,61330.0,148355799.214605,2418.9760185
1635552000000,2021-10-30 00:00:00,BTC/USD,62264.0,62353.0,60755.0,61880.0,138656330.32036242,2240.72931998
1635465600000,2021-10-29 00:00:00,BTC/USD,60579.0,62980.0,60188.0,62257.71552291,244304044.30301955,3924.07659438
1635379200000,2021-10-28 00:00:00,BTC/USD,58438.0,62444.0,57606.0,60598.0,488766852.0841502,8065.72580092
1635292800000,2021-10-27 00:00:00,BTC/USD,60285.0,61450.0,57950.0,58449.27880851,417086138.41944355,7135.86458074
1635206400000,2021-10-26 00:00:00,BTC/USD,63100.0,63332.60744575,59766.0,60288.0,286318945.23876864,4749.18632628
1635120000000,2021-10-25 00:00:00,BTC/USD,60832.0,63666.0,60632.0,63100.0,234382150.619611,3714.45563581
1635033600000,2021-10-24 00:00:00,BTC/USD,61296.0,61476.0,59533.0,60847.0,175062085.55367187,2877.08655404
1634947200000,2021-10-23 00:00:00,BTC/USD,60706.0,61764.0,59755.0,61302.0,166203400.1712003,2711.22312765
1634860800000,2021-10-22 00:00:00,BTC/USD,62199.0,63729.0,60013.0,60706.0,385658320.01667887,6352.88637065
1634774400000,2021-10-21 00:00:00,BTC/USD,66021.0,66643.0,61855.0,62219.4946565,832170423.0558827,13374.75380747
1634688000000,2021-10-20 00:00:00,BTC/USD,64263.93176072,66958.0,63535.0,66021.0,611462536.414632,9261.63700057
1634601600000,2021-10-19 00:00:00,BTC/USD,62007.0,64421.0,61368.0,64263.0,587843711.4687005,9147.46761696
1634515200000,2021-10-18 00:00:00,BTC/USD,61508.0,62682.0,59883.0,61994.0,530689291.85787964,8560.33312672
1634428800000,2021-10-17 00:00:00,BTC/USD,60867.0,61698.0,59019.0,61504.0,316342369.13703805,5143.44382702
1634342400000,2021-10-16 00:00:00,BTC/USD,61686.0,62333.0,60171.0,60868.0,260688993.3424512,4282.8578784
1634256000000,2021-10-15 00:00:00,BTC/USD,57352.0,62900.0,56881.0,61680.0,733022378.0818872,11884.27980029
1634169600000,2021-10-14 00:00:00,BTC/USD,57369.0,58488.0,56855.0,57354.0,263516961.68556398,4594.56989374
1634083200000,2021-10-13 00:00:00,BTC/USD,56000.0,57775.0,54300.0,57368.0,175415053.20789263,3057.71602998
1633996800000,2021-10-12 00:00:00,BTC/USD,57470.0,57661.0,53837.51997218,56009.0,332640175.4665103,5939.04864337
1633910400000,2021-10-11 00:00:00,BTC/USD,54679.0,57821.0,54430.0,57489.0,432248022.11751914,7518.79528462
1633824000000,2021-10-10 00:00:00,BTC/USD,54978.0,56450.0,54114.0,54691.0,319261461.0590996,5837.55025615
1633737600000,2021-10-09 00:00:00,BTC/USD,53947.0,55475.0,53678.0,54968.0,134229574.51743078,2441.95849435
1633651200000,2021-10-08 00:00:00,BTC/USD,53797.0,56000.0,53628.0,53947.0,295796270.8415449,5483.09027085
1633564800000,2021-10-07 00:00:00,BTC/USD,55335.0,55349.0,53429.0,53797.03310738,266043091.32439452,4945.31158983
1633478400000,2021-10-06 00:00:00,BTC/USD,51497.0,55743.0,50438.0,55335.0,582244349.9650859,10522.17131951
1633392000000,2021-10-05 00:00:00,BTC/USD,49252.0,51922.0,49065.0,51508.0,344160670.1475096,6681.6935262
1633305600000,2021-10-04 00:00:00,BTC/USD,48241.0,49503.0,46897.0,49252.0,304859583.7058834,6189.79094668
1633219200000,2021-10-03 00:00:00,BTC/USD,47649.0,49196.0,47120.0,48242.0,173862948.96856022,3603.97473091
1633132800000,2021-10-02 00:00:00,BTC/USD,48157.0,48350.0,47438.0,47649.0,98363985.21767308,2064.34521643
1633046400000,2021-10-01 00:00:00,BTC/USD,43829.0,48464.0,43311.0,48151.0,400652918.75460696,8320.76008296
1632960000000,2021-09-30 00:00:00,BTC/USD,41539.0,44122.0,41432.0,43830.0,222564882.3998526,5077.91198722
1632873600000,2021-09-29 00:00:00,BTC/USD,41046.0,42606.0,40804.0,41530.0,182270090.3298969,4388.87768673
1632787200000,2021-09-28 00:00:00,BTC/USD,42181.0,42777.0,40928.0,41064.0,253092960.70557168,6163.37815862
1632700800000,2021-09-27 00:00:00,BTC/USD,43188.0,44355.99143738,42135.0,42181.0,179876054.8643516,4264.38573918
1632614400000,2021-09-26 00:00:00,BTC/USD,42714.0,43963.0,40800.0,43190.0,238642990.229707,5525.4223253
1632528000000,2021-09-25 00:00:00,BTC/USD,42861.0,42986.84667145,41728.0,42714.0,126452916.22569479,2960.4559682
1632441600000,2021-09-24 00:00:00,BTC/USD,44893.0,45164.4867643,40755.0,42856.0,504097238.3439273,11762.58256356
1632355200000,2021-09-23 00:00:00,BTC/USD,43575.0,45000.0,43102.0,44884.68321336,237288079.80306953,5286.6158969
1632268800000,2021-09-22 00:00:00,BTC/USD,40748.0,44000.0,40601.0,43574.0,367495242.015669,8433.81929627
1632182400000,2021-09-21 00:00:00,BTC/USD,43025.0,43625.0,39678.0,40747.95941373,609586672.098684,14959.93126697
1632096000000,2021-09-20 00:00:00,BTC/USD,47244.0,47327.0,42567.0,43025.0,543257469.6790538,12626.55362415
1632009600000,2021-09-19 00:00:00,BTC/USD,48319.0,48370.29414611,46837.0,47239.0,107581202.19179122,2277.38102398
1631923200000,2021-09-18 00:00:00,BTC/USD,47296.15646179,48819.0,47066.0,48308.0,98879736.25672428,2046.86048391
1631836800000,2021-09-17 00:00:00,BTC/USD,47782.0,48183.0,46771.0,47296.0,117868683.36820737,2492.14909016
1631750400000,2021-09-16 00:00:00,BTC/USD,48137.76809977,48530.0,47061.0,47782.0,172346432.9068031,3606.93216916
1631664000000,2021-09-15 00:00:00,BTC/USD,47134.0,48444.0,46724.0,48137.0,191820976.5477283,3984.89678517
1631577600000,2021-09-14 00:00:00,BTC/USD,44958.0,47238.51708787,44699.0,47152.0,166084443.68111232,3522.32023416
1631491200000,2021-09-13 00:00:00,BTC/USD,46039.0,46874.0,43444.0,44960.0,394127372.79368,8766.1782205
1631404800000,2021-09-12 00:00:00,BTC/USD,45169.7693418,46466.0,44774.17967564,46038.87431928,155980878.77438468,3388.02546936
1631318400000,2021-09-11 00:00:00,BTC/USD,44851.0,45990.0,44750.0,45169.0,114952072.21918806,2544.93285703
1631232000000,2021-09-10 00:00:00,BTC/USD,46396.0,47044.0,44155.0,44852.0,232367904.21068886,5180.77018217
1631145600000,2021-09-09 00:00:00,BTC/USD,46054.0,47398.57959466,45546.0,46389.0,178757819.7867504,3853.4527536
1631059200000,2021-09-08 00:00:00,BTC/USD,46854.0,47351.0,44472.0,46070.61738592,347971546.9647106,7553.00377353
1630972800000,2021-09-07 00:00:00,BTC/USD,52672.0,52888.0,43220.0,46849.0,781733698.0267155,16686.2408595
1630886400000,2021-09-06 00:00:00,BTC/USD,51779.0,52742.0,51050.0,52676.0,255117128.97256666,4843.13784214
1630800000000,2021-09-05 00:00:00,BTC/USD,49899.0,51900.0,49470.0,51780.0,286815309.5043198,5539.11374091
1630713600000,2021-09-04 00:00:00,BTC/USD,50001.0,50544.0,49401.0,49899.0,118198035.9808443,2368.7455857
1630627200000,2021-09-03 00:00:00,BTC/USD,49273.73784718,51142.0,48332.0,50001.0,366715956.29694253,7334.17244249
1630540800000,2021-09-02 00:00:00,BTC/USD,48827.0,50365.0,48631.0,49274.0,244011192.285203,4952.12875523
1630454400000,2021-09-01 00:00:00,BTC/USD,47142.0,49139.0,46590.0,48823.0,278649676.29298705,5707.34441335
1630368000000,2021-08-31 00:00:00,BTC/USD,47003.4670629,48244.0,46725.0,47157.0,202821841.81986904,4300.99119579
1630281600000,2021-08-30 00:00:00,BTC/USD,48801.0,48924.66460268,46903.0,47004.84288151,193813518.60752988,4123.2670237
1630195200000,2021-08-29 00:00:00,BTC/USD,48913.9769579,49650.0,47760.0,48800.0,197435776.84584,4045.8150993
1630108800000,2021-08-28 00:00:00,BTC/USD,49079.0,49310.0,48385.91723403,48914.0,112540504.19094725,2300.78309259
1630022400000,2021-08-27 00:00:00,BTC/USD,46836.0,49159.0,46363.0,49079.0,284448146.1037387,5795.72008606
1629936000000,2021-08-26 00:00:00,BTC/USD,48992.29076835,49385.0,46310.0,46840.0,303469286.2353784,6478.84898026
1629849600000,2021-08-25 00:00:00,BTC/USD,47696.45550645,49255.0,47142.96628448,48992.74927858,201795944.00424984,4118.89406036
1629763200000,2021-08-24 00:00:00,BTC/USD,49523.0,49860.0,47555.0,47698.0,227641172.0092451,4772.55172144
1629676800000,2021-08-23 00:00:00,BTC/USD,49267.0,50558.0,49055.0,49525.0,268511659.83852875,5421.73972415
1629590400000,2021-08-22 00:00:00,BTC/USD,48835.0,49488.0,48075.0,49266.0,135297937.86804163,2746.27406057
1629504000000,2021-08-21 00:00:00,BTC/USD,49333.0,49788.0,48219.0,48837.0,191537934.94826904,3921.98404792
1629417600000,2021-08-20 00:00:00,BTC/USD,46766.0,49400.0,46647.0,49330.49713104,298208219.29027855,6045.10873868
1629331200000,2021-08-19 00:00:00,BTC/USD,44721.0,47061.0,43992.0,46765.0,278977880.75709313,5965.52722671
1629244800000,2021-08-18 00:00:00,BTC/USD,44692.0,46010.0,44266.0,44721.0,260162624.43073502,5817.45990543
1629158400000,2021-08-17 00:00:00,BTC/USD,45932.90307576,47167.0,44441.0,44695.0,309880481.1072176,6933.22477027
1629072000000,2021-08-16 00:00:00,BTC/USD,47023.0,48069.0,45689.0,45937.0,278391287.49902344,6060.28446566
1628985600000,2021-08-15 00:00:00,BTC/USD,47084.0,47369.0,45471.0,47022.0,180157588.2397869,3831.34677895
1628899200000,2021-08-14 00:00:00,BTC/USD,47836.0,48141.0,45935.0,47084.0,204903733.81402653,4351.87608984
1628812800000,2021-08-13 00:00:00,BTC/USD,44413.0,47967.0,44266.0,47835.0,353429140.0464108,7388.50507048
1628726400000,2021-08-12 00:00:00,BTC/USD,45530.0,46186.0,43786.0,44424.0,250766177.10398927,5644.83560922
1628640000000,2021-08-11 00:00:00,BTC/USD,45611.0,46727.0,45341.0,45531.0,197088310.1958588,4328.6620148
1628553600000,2021-08-10 00:00:00,BTC/USD,46280.02549592,46695.0,44635.0,45612.0,290337761.1682523,6365.38106569
1628467200000,2021-08-09 00:00:00,BTC/USD,43782.46903142,46438.0,42790.0,46282.21851123,496271288.9514018,10722.72040786
1628380800000,2021-08-08 00:00:00,BTC/USD,44569.0,45250.0,43300.0,43793.0,357602985.3672017,8165.75675033
1628294400000,2021-08-07 00:00:00,BTC/USD,42853.0,44698.0,42380.0,44568.0,415465585.6190789,9322.06034866
1628208000000,2021-08-06 00:00:00,BTC/USD,40890.0,43385.0,39900.0,42854.0,276878906.27148527,6460.98161832
1628121600000,2021-08-05 00:00:00,BTC/USD,39738.0,41352.0,37318.0,40887.0,263105882.29888576,6434.95199694
1628035200000,2021-08-04 00:00:00,BTC/USD,38219.0,39965.0,37519.81411605,39743.0,145967524.13418484,3672.78575181
1627948800000,2021-08-03 00:00:00,BTC/USD,39154.0,39781.0,37663.0,38217.0,194045026.23901856,5077.45312921
1627862400000,2021-08-02 00:00:00,BTC/USD,39873.0,40449.0,38716.0,39149.45625755,180828843.70306876,4618.93627624
1627776000000,2021-08-01 00:00:00,BTC/USD,41440.0,42532.0,39493.0,39867.0,363392230.46821934,9115.11351414
1627689600000,2021-07-31 00:00:00,BTC/USD,42196.27398595,42398.0,41051.0,41439.0,210873319.65242535,5088.76468188
1627603200000,2021-07-30 00:00:00,BTC/USD,40040.0,42299.15230804,38343.0,42214.50801313,327886854.3523743,7767.16038596
1627516800000,2021-07-29 00:00:00,BTC/USD,40017.0,40623.0,39272.0,40036.0612375,162919501.152546,4069.31891192
1627430400000,2021-07-28 00:00:00,BTC/USD,39490.0,40900.0,38803.0,40017.0,319315594.99079376,7979.49858787
1627344000000,2021-07-27 00:00:00,BTC/USD,37265.93349564,39589.0,36418.0,39500.0,239592252.01100498,6065.62663319
1627257600000,2021-07-26 00:00:00,BTC/USD,35413.0,40595.0,35233.0,37270.0,608023978.4936262,16314.03215706
1627171200000,2021-07-25 00:00:00,BTC/USD,34288.0,35444.0,33886.0,35415.0,98488951.89444675,2780.99539445
1627084800000,2021-07-24 00:00:00,BTC/USD,33650.0,34527.0,33422.0,34279.0,81010061.94876294,2363.25627786
1626998400000,2021-07-23 00:00:00,BTC/USD,32320.26010235,33650.0,32020.0,33650.0,133568321.654477,3969.34091098
1626912000000,2021-07-22 00:00:00,BTC/USD,32154.0,32610.0,31735.0,32320.0,169119412.40246722,5232.65508671
1626825600000,2021-07-21 00:00:00,BTC/USD,29814.0,32850.0,29523.0,32154.0,265532998.1933739,8258.16378035
1626739200000,2021-07-20 00:00:00,BTC/USD,30866.0,31079.0,29313.0,29809.0,264644728.3578289,8878.01430299
1626652800000,2021-07-19 00:00:00,BTC/USD,31820.47850988,31928.0,30500.0,30865.0,395063565.38410074,12799.72672555
1626566400000,2021-07-18 00:00:00,BTC/USD,31559.0,32453.0,31111.0,31820.0,394928275.40621704,12411.32229435
1626480000000,2021-07-17 00:00:00,BTC/USD,31427.0,32000.0,31210.0,31560.0,432613275.57511204,13707.6449802
1626393600000,2021-07-16 00:00:00,BTC/USD,31893.73824538,32271.0,31044.0,31428.0,169141113.38205683,5381.86055053
1626307200000,2021-07-15 00:00:00,BTC/USD,32821.0,33200.0,31150.0,31890.0,221853217.3944654,6956.82713686
1626220800000,2021-07-14 00:00:00,BTC/USD,32729.0,33128.0,31588.0,32822.6431619,170431953.62253922,5192.51154704
1626134400000,2021-07-13 00:00:00,BTC/USD,33077.77262412,33337.0,32190.0,32730.0,131733939.32742539,4024.86829598
1626048000000,2021-07-12 00:00:00,BTC/USD,34249.0,34655.0,32600.0,33078.0,278139804.9564293,8408.60405576
1625961600000,2021-07-11 00:00:00,BTC/USD,33503.0,34590.0,33316.0,34244.0,73683234.74136324,2151.71226321
1625875200000,2021-07-10 00:00:00,BTC/USD,33768.0,34242.0,33011.0,33505.02923001,216403689.80031595,6458.84199398
1625788800000,2021-07-09 00:00:00,BTC/USD,32846.0,34059.0,32237.0,33769.0,225045733.72522858,6664.27000282
1625702400000,2021-07-08 00:00:00,BTC/USD,33886.0,33939.0,32063.0,32857.0,469605492.5637259,14292.40321891
1625616000000,2021-07-07 00:00:00,BTC/USD,34255.06205944,35091.0,33810.0,33889.0,118812155.24568945,3505.92095505
1625529600000,2021-07-06 00:00:00,BTC/USD,33670.52239391,35196.0,33555.0,34255.0,304350618.9318556,8884.85239912
1625443200000,2021-07-05 00:00:00,BTC/USD,35278.0,35280.0,33126.0,33672.36648837,259828830.1414677,7716.38162798
1625356800000,2021-07-04 00:00:00,BTC/USD,34689.0,35950.0,34376.0,35276.0,103344192.40995896,2929.58930746
1625270400000,2021-07-03 00:00:00,BTC/USD,33818.0,34948.0,33350.0,34682.0,102888650.76534335,2966.6296858700002
1625184000000,2021-07-02 00:00:00,BTC/USD,33519.46744936,33983.0,32700.0,33816.0,173998196.3780045,5145.43992128
1625097600000,2021-07-01 00:00:00,BTC/USD,35062.0,35069.0,32720.0,33554.42277399,192028464.99826178,5722.89579504
1625011200000,2021-06-30 00:00:00,BTC/USD,35918.54133667,36099.0,34428.0,35063.0,120164509.10156357,3427.10290339
1624924800000,2021-06-29 00:00:00,BTC/USD,34494.8423285,36600.0,34226.75253341,35922.41743186,198063271.2982764,5513.63982321
1624838400000,2021-06-28 00:00:00,BTC/USD,34743.0,35319.0,33897.0,34494.48338075,213077809.3803468,6177.1561275
1624752000000,2021-06-27 00:00:00,BTC/USD,32348.0,34794.0,32066.0,34744.0,997592183.1215522,28712.64630214
1624665600000,2021-06-26 00:00:00,BTC/USD,31584.0,32661.0,30206.0,32355.66423628,664446210.1975915,20535.69988072
1624579200000,2021-06-25 00:00:00,BTC/USD,34657.0,35495.0,31264.0,31584.73244514,1189853464.651478,37671.79179745
1624492800000,2021-06-24 00:00:00,BTC/USD,33697.29590169,35290.0,32343.0,34665.0,168325385.84314185,4855.77342689
1624406400000,2021-06-23 00:00:00,BTC/USD,32572.01808243,34778.0,31790.0,33691.0,307938059.43566966,9140.06884437
1624320000000,2021-06-22 00:00:00,BTC/USD,31723.19669106,33368.0,29247.0,32572.0,875231079.4597585,26870.65821748
1624233600000,2021-06-21 00:00:00,BTC/USD,35653.0,35832.0,31368.0,31726.38731597,744057146.6600641,23452.31240008
1624147200000,2021-06-20 00:00:00,BTC/USD,35569.32875053,36226.37661535,33411.0,35631.0,603261267.6099107,16930.79811428
1624060800000,2021-06-19 00:00:00,BTC/USD,35846.0,36447.0,34819.0,35570.0,411407162.8140132,11566.12771476
1623974400000,2021-06-18 00:00:00,BTC/USD,38074.0,38184.09866908,35137.0,35845.0,409389286.97600114,11421.09881367
1623888000000,2021-06-17 00:00:00,BTC/USD,38345.0,39519.0,37387.0,38073.0,134718245.82947493,3538.41950541
1623801600000,2021-06-16 00:00:00,BTC/USD,40143.0,40460.0,38121.0,38346.0,260495205.91800553,6793.28237412
1623715200000,2021-06-15 00:00:00,BTC/USD,40509.0,41273.0,39445.88757188,40137.0,312217749.879272,7778.80135235
1623628800000,2021-06-14 00:00:00,BTC/USD,38998.89297611,40980.0,38732.0,40509.0,394195905.71072835,9731.06977982
1623542400000,2021-06-13 00:00:00,BTC/USD,35563.58742345,39374.0,34800.0,38998.89297611,350548518.04582584,8988.67868533
1623456000000,2021-06-12 00:00:00,BTC/USD,37338.0,37461.34593121,34630.0,35564.0,262336285.7514845,7376.45612843
1623369600000,2021-06-11 00:00:00,BTC/USD,36680.0,37650.0,35929.0,37338.0,239638059.63747132,6418.07433814
1623283200000,2021-06-10 00:00:00,BTC/USD,37369.0,38337.0,35816.0,36663.0,350758563.1255177,9567.09934063
1623196800000,2021-06-09 00:00:00,BTC/USD,33416.0,37499.0,32469.0,37368.0,1007950330.3746881,26973.62262831
1623110400000,2021-06-08 00:00:00,BTC/USD,33572.0,34052.0,31075.0,33402.0,431712912.6466659,12924.76236892
1623024000000,2021-06-07 00:00:00,BTC/USD,35781.0,36784.0,33338.0,33572.0,334662054.26485527,9968.48725917
1622937600000,2021-06-06 00:00:00,BTC/USD,35542.0,36475.0,35218.0,35780.0,232981836.6362288,6511.51024696
1622851200000,2021-06-05 00:00:00,BTC/USD,36844.0,37924.0,34822.56648447,35535.0,234088827.94747874,6587.55671725
